region,latitude,longitude,elevation,slope,aspect,soil_type,soil_moisture,vegetation_cover,precipitation,previous_cloudburst,temperature_celsius,humidity,wind_speed_kph,deforestation,urbanization,mining_activity,land_use,proximity_to_river,proximity_to_fault_line,landslide_occurred
Tamil Nadu,12.05614824,77.40691915,2658.241758,44.60014477,235.362982,Sand,101.3937556,25.34024047,445.4308682,0,30.37195859,53.35673988,61.57602142,0,84.66644918,0,Forest,2.401643907,7.912235631,1
Tamil Nadu,11.04880362,77.69526793,1547.932612,16.7604048,304.153564,Loam,75.89853894,30.11700735,248.8190443,0,13.77495104,46.66566138,54.16058082,0,79.85303361,1,Barren,2.74588143,4.418328889,0
Karnataka,12.12856895,77.30687107,473.1650225,52.91776575,128.7875821,Clay,9.702110039,92.96002176,381.0896311,0,24.91865367,79.1939178,83.39175593,0,89.74508215,1,Barren,9.70630115,1.481718097,0
Arunachal Pradesh,28.91023461,96.1503025,4610.527434,39.35366148,93.20686208,Sand,50.07910214,83.30556353,344.4181394,0,29.9816237,87.23420324,91.91114707,1,36.34649801,0,Barren,8.77312681,6.826339827,0
Meghalaya,26.01106304,90.73667195,3804.984732,17.57361338,132.0604014,Sand,37.29428234,72.6407709,99.91732752,1,16.06265574,72.9074495,76.21811005,0,85.00525425,0,Barren,8.294542619,8.870841943,0
Odisha,22.01604497,84.02992955,1885.598887,66.66148127,114.8494569,Silt,0,54.89303229,582.6757762,0,24.29544665,52.57662827,2.164857908,0,85.08052996,0,Agriculture,2.500531824,6.96410548,0
Himachal Pradesh,32.39007043,78.10768685,5401.558306,13.28905659,171.8841161,Silt,22.78167152,45.15324482,444.9735624,0,29.90801226,96.96566336,81.23407607,0,95.60449054,1,Forest,3.619560524,7.826210231,0
Himachal Pradesh,32.5867279,76.78195749,5347.897547,59.33465129,74.37851444,Silt,55.48799843,45.74064535,401.9561064,0,22.6522142,39.49898275,61.84347022,0,93.55029303,1,Urban,7.613644209,4.850302794,0
Kerala,10.88347192,75.48824862,4942.362215,42.79773594,53.99388878,Silt,19.16074302,9.582424375,390.417304,1,12.26146385,64.75476638,68.87998844,0,22.9100438,0,Forest,8.968635169,8.364776649,0
Sikkim,27.89865638,88.40193776,2212.606639,67.35639801,243.8074113,Clay,3.015910452,39.51759283,71.75253652,0,16.42430079,80.65404215,27.5205423,0,41.54684318,0,Barren,1.613590912,13.73873647,0
Himachal Pradesh,32.93697249,78.55872628,5942.102536,36.97529289,124.263544,Loam,17.79774893,18.27694759,571.0582761,0,29.46724686,24.65364117,78.30985435,0,1.694031915,0,Urban,4.794062666,4.082268906,0
Sikkim,27.16314924,88.35359285,1604.028829,51.23722025,79.25311485,Silt,86.11028943,84.57187194,203.6232418,0,18.4442117,94.71366066,12.16444653,0,59.25392547,1,Agriculture,8.713602899,10.08539474,0
Odisha,21.89841143,86.36258368,5827.813519,26.10115615,204.2049109,Clay,48.58180152,17.01406508,346.3206585,0,22.10559348,26.39250927,94.04907295,0,98.66603064,1,Barren,10.54312832,16.36768919,0
Sikkim,27.01139608,88.17894819,655.9013243,48.17941115,325.5342759,Clay,59.27539046,29.67995613,487.9980511,0,19.8067724,98.87008077,86.30045362,0,73.92117928,1,Urban,0,13.42228234,0
Meghalaya,25.14711408,91.64047591,1744.044113,7.41904543,227.4726344,Sand,46.97536577,7.353760873,54.25767972,0,18.81560309,33.61795721,10.79751195,1,23.09229266,0,Barren,7.712802443,3.325386534,0
Arunachal Pradesh,29.25189966,94.09653535,4733.461165,0.974330569,345.3051932,Clay,98.41580792,84.90007773,293.5522446,0,16.2573279,92.33003862,37.61144476,0,70.18582692,1,Urban,5.18098215,15.73060833,0
Himachal Pradesh,32.39843828,78.27978305,1037.50203,35.39980086,58.55489089,Loam,18.97167924,22.72629747,102.366972,0,27.38999476,91.65522535,2.127581846,1,13.49172503,0,Barren,1.914879278,11.40488217,0
Meghalaya,26.31456096,90.10415207,4045.149253,11.66287918,42.10767095,Sand,25.51787237,78.90181345,120.2070197,0,16.06071546,35.38111192,64.31406257,0,72.03897849,0,Urban,1.047423309,3.260391408,0
Sikkim,27.47595007,88.22363477,676.8250469,23.82741074,53.26021624,Silt,18.94636829,77.09592597,76.59886405,0,27.32880898,25.22512434,41.44527048,0,73.60108115,1,Forest,8.337219317,20.17582978,0
Maharashtra,18.94728778,75.19175346,5183.59598,0.490001525,311.5067738,Loam,64.14099773,57.22256384,331.8854447,1,14.47608277,69.23436986,63.21255978,0,84.6333256,1,Agriculture,7.655522075,20.97014048,0
Uttarakhand,30.24065214,80.03817602,1394.437179,21.36149683,80.54517195,Clay,44.35203274,90.61132429,560.4974324,0,29.13011904,70.53837959,87.9009826,0,26.07585019,0,Barren,0,9.246466171,0
Karnataka,12.70255383,74.13885344,2836.870591,58.82217025,49.30808699,Clay,23.72474256,3.453968808,261.9879957,0,16.72311332,20.74109541,49.43552735,0,13.33860687,0,Urban,1.963679048,12.42197394,0
Uttarakhand,31.38506301,80.0422135,522.0456523,23.30235928,222.0277777,Loam,93.71344223,94.65290789,229.7487751,0,29.52053897,57.99825149,89.96550327,0,44.31048004,0,Urban,4.929690436,15.88651317,0
Sikkim,27.15191568,88.65314165,3817.030045,18.69771934,172.66396,Sand,17.90752274,45.62977752,178.3147451,0,29.0963418,75.78970455,23.2075486,0,75.1984978,0,Urban,4.480069446,10.99016973,0
Uttarakhand,30.96420441,79.99792761,171.3649513,56.58096448,27.66250152,Silt,35.95784985,11.56706215,176.3903534,0,21.08619637,91.88621391,88.58453046,0,32.40386096,0,Forest,3.289227069,8.462197404,0
Sikkim,27.32179586,88.58145476,5553.576377,59.42283907,56.78579283,Sand,62.24457596,85.8978241,481.9354817,0,21.9091006,65.65689502,46.35798132,0,23.11210651,1,Urban,1.353175715,11.04012949,0
Kerala,8.497312692,75.31234244,4114.939958,65.62286073,191.4866267,Loam,94.43483712,81.61478324,87.47589056,0,20.89659048,51.10316316,43.63701609,0,97.54617001,1,Agriculture,1.815262441,3.349969468,0
Meghalaya,26.1563344,91.36053279,857.7516916,64.50110456,56.02217546,Clay,98.61625456,42.3233257,178.5826893,0,16.94686417,91.01547093,29.44554123,0,95.46005109,0,Agriculture,4.457999867,3.007444518,0
Odisha,20.678197,86.01581661,2372.841772,27.2997497,0.098654653,Clay,67.01077656,39.67572784,36.89487434,0,10.81693536,70.53366804,16.50556627,0,91.92936663,0,Barren,1.914623001,1.718230275,0
Maharashtra,19.54163738,74.89073879,2106.781337,46.72544292,221.324469,Clay,19.85494609,57.92042694,593.6984974,0,21.61585022,71.52897908,53.67541793,0,79.21820731,0,Barren,7.161155913,9.939397956,0
Tamil Nadu,12.78843397,78.85965967,927.6711733,28.18361175,221.3250979,Sand,23.60196347,15.28655135,492.2906122,0,24.53256081,72.47470001,13.86100066,1,78.06717578,1,Urban,9.283541575,12.39956755,0
Jammu & Kashmir,33.10825057,76.0378654,3340.480573,47.99230794,218.980707,Clay,44.26720403,21.58316818,193.2746648,0,24.40955484,63.64085841,78.13554455,1,17.39467166,0,Barren,2.78263134,6.238329712,0
Sikkim,27.73542981,88.07966192,5900.219739,39.67477307,248.2666145,Loam,44.08138996,43.63345377,319.4776917,0,27.8739573,27.79502965,73.89977557,1,50.88017586,0,Barren,2.322614256,5.079758804,0
Maharashtra,18.70474352,73.68578788,819.6005631,43.22368297,300.8303451,Loam,6.908944068,91.35912696,483.9844642,0,25.82657054,29.1041503,59.96923592,0,41.04215144,0,Agriculture,10.35333524,12.9030791,0
Kerala,8.544689712,76.44205607,4443.113451,59.80430857,176.5790751,Loam,66.98887624,50.1841251,186.340433,0,12.51829242,57.22381489,52.93571409,0,0.751041741,0,Agriculture,0.353310091,20.28636429,0
Karnataka,13.62384226,76.71335638,4842.665685,49.73641544,119.9814692,Sand,57.53342956,28.59668423,261.853514,0,33.54218135,29.6966391,87.14143283,0,89.39165326,0,Agriculture,7.472059559,0.534715801,0
Kerala,11.53721945,76.37593137,911.2206844,16.79299221,191.0599831,Clay,71.93856992,68.7905718,279.2120763,0,30.75947164,65.96165324,41.50952257,1,35.67416369,0,Agriculture,1.183009001,12.18586996,0
Himachal Pradesh,31.05671004,78.75899545,2301.642797,28.72239035,243.2355743,Clay,64.3549539,63.11440607,529.1934012,1,17.85451763,55.8668069,62.61725222,0,12.45310107,0,Agriculture,1.821732421,0,0
Arunachal Pradesh,28.6919855,93.25335547,2970.859351,2.228366484,338.1225934,Silt,27.02376901,47.02926314,409.8204468,0,26.57492598,75.20327548,13.22435059,0,13.07149244,0,Agriculture,2.009880946,12.64521649,0
Arunachal Pradesh,26.95376313,92.71511597,4752.149135,46.94020012,182.1995226,Clay,56.48847672,86.08409276,248.2954073,0,11.91514337,66.17197485,30.8242083,1,39.75954468,1,Urban,4.279714148,10.4499102,0
Meghalaya,26.4505556,90.99382475,5692.278925,25.66900928,55.21026249,Loam,3.249933398,77.81404945,193.5041834,0,24.23405302,50.35959483,67.38500962,1,71.5377162,0,Urban,10.41832299,2.325455054,0
Uttarakhand,31.01013949,80.3482288,4168.495501,2.864337702,252.7243897,Loam,0.513514988,29.66925463,543.1878239,0,31.60279671,35.43087947,58.1500976,0,2.880581721,0,Forest,9.081987662,5.34487224,0
Meghalaya,25.32653155,91.87249142,4278.647224,13.26278825,304.1483327,Loam,11.11997306,36.75496821,598.3849437,0,20.31898822,23.77436832,13.89759475,0,40.48509529,0,Agriculture,7.021817554,5.16135049,0
Karnataka,13.76888577,74.77620526,1664.332809,64.06430838,57.57753824,Clay,19.47985966,45.05682283,460.4164598,0,20.71935893,31.967907,16.44403805,0,96.04809685,0,Forest,7.656003872,16.59137004,0
Sikkim,27.06022236,88.7801722,6116.674271,32.10739196,212.42242,Sand,4.810300016,53.15798539,563.1889173,1,16.60683951,63.70018584,25.19612956,0,32.91615328,0,Forest,8.556491556,18.08145489,0
Meghalaya,26.22267536,90.43577503,1104.67774,63.8460615,210.1508755,Loam,51.01710706,65.48426616,321.8091886,1,17.47326124,24.19937168,32.35733652,0,46.4329455,0,Forest,2.676548735,16.39799214,1
Sikkim,27.45235633,88.98883305,575.780045,27.14864521,71.8992291,Loam,21.18549868,2.706444696,505.7941773,0,20.85647304,58.79149026,86.47150674,1,89.12275781,0,Agriculture,6.675172858,3.626298351,0
Himachal Pradesh,31.83588644,78.36803773,4541.54884,21.51172946,8.019682326,Sand,7.192331284,92.73811622,525.0943945,0,34.21755574,63.91211812,10.84760387,0,95.3309639,0,Agriculture,8.288775882,4.44798843,0
Jammu & Kashmir,33.04143452,77.15381706,2080.762654,54.72307171,310.7091787,Sand,63.42846728,97.11522961,137.3093723,1,31.92102165,28.97083599,71.54285413,0,67.25557875,0,Urban,5.534705896,9.750397525,0
Karnataka,12.35311134,77.6722251,4680.734651,65.29567129,140.393272,Sand,96.03438456,39.39925695,541.9838331,0,16.22671863,73.50279666,56.17259773,1,15.12003247,0,Agriculture,6.591482374,14.16987806,0
Tamil Nadu,12.71942891,77.93299946,294.1122043,44.34966699,126.7743597,Sand,0,2.694818109,216.2391483,0,19.44814144,28.80484226,80.61849409,0,98.88860361,0,Urban,3.718474052,0,0
Uttarakhand,30.79577177,79.50398538,2397.902305,37.66395149,128.0823638,Loam,78.52705525,91.44416003,257.1129503,0,18.20076829,54.89348599,51.77900863,0,47.96099037,0,Urban,5.299511989,14.31960064,0
Meghalaya,25.88986726,90.81387696,1358.916022,62.92069038,235.9001093,Silt,0,20.60512632,493.3631522,0,22.70713731,62.79482792,79.86044784,1,11.53549706,0,Urban,1.139814483,8.033567649,0
Kerala,12.44878014,74.8919747,284.60404,13.87750912,262.3037097,Sand,35.93232641,69.66752525,202.8353843,0,21.56037968,32.89275471,94.96171632,0,65.20999829,0,Agriculture,0.571669365,0.546262035,0
Odisha,21.10083736,83.88584756,480.7978216,0,255.9889709,Loam,0,48.2974146,222.1289607,1,31.36092353,58.48940825,12.45509812,0,16.7167671,0,Urban,4.862181813,10.2014641,0
Arunachal Pradesh,27.15004266,95.98328597,1853.759264,42.12358018,265.9077472,Loam,65.17443799,48.67365338,440.0278893,0,12.78921369,68.65588536,84.01960577,0,39.45108222,0,Barren,0,0,0
Uttarakhand,29.28975401,80.33758779,4431.655598,30.04837803,13.2299711,Silt,2.42668337,48.86588691,534.005803,0,12.9594494,90.22260204,88.38286598,0,72.83720467,1,Forest,7.351521692,9.897528812,0
Karnataka,14.60753505,75.00093048,1216.509169,69.47115323,85.48050407,Clay,47.54035937,84.37954901,192.6592994,1,17.58436925,37.8276519,14.54122408,1,50.3674404,0,Forest,8.443191748,6.813297252,0
Tamil Nadu,10.88852373,78.90005289,2247.032103,49.04305023,154.7583812,Sand,62.74270038,30.20784904,42.83224844,0,34.09648623,21.44824664,32.63735846,1,95.33527242,1,Urban,3.914416299,17.11153256,0
Tamil Nadu,8.372956856,77.89078633,2334.49215,58.99065685,32.61300714,Silt,56.00298468,43.8924598,301.241512,0,25.07145851,72.54380714,94.40979733,0,57.29514796,0,Urban,1.683808125,0.773674306,0
Arunachal Pradesh,28.98237051,91.73395384,1087.564823,71.84068806,1.144430199,Silt,36.29068779,85.21512976,40.16306207,0,34.9549083,28.70542642,97.608483,0,8.558894984,1,Urban,6.539310506,10.65635824,0
Tamil Nadu,8.724325843,79.77850284,4688.804985,37.19311946,192.1474944,Silt,58.04419367,36.35444581,72.27775835,0,17.43102829,69.63588539,39.76614101,1,54.27519593,0,Urban,4.506489901,7.918082333,0
Meghalaya,25.93146408,90.43595589,5019.527971,56.16943534,181.0685317,Loam,31.82786951,58.93875169,217.394764,0,23.12634302,48.23763408,79.60226847,0,87.24798192,0,Barren,2.319085349,7.998447771,0
Tamil Nadu,11.97644302,78.461058,3806.930354,64.12854509,266.5650684,Loam,19.55827047,42.31011461,52.39320399,0,15.54613301,95.17424101,44.30928866,1,45.73374469,1,Agriculture,0.432825369,9.045631517,0
Odisha,20.65609402,86.30639732,5097.084563,13.32298823,303.4469118,Silt,2.613726738,71.15219186,116.3577555,0,31.59651923,44.80335315,62.53034667,0,32.75268935,0,Forest,5.886445745,20.06634025,0
Meghalaya,26.24370563,90.90469164,313.6673749,2.736320896,32.53968687,Clay,105.1297288,21.82255709,535.2970073,0,21.0543469,79.5494163,53.7195862,1,78.7662252,0,Forest,5.577277097,17.21371868,0
Meghalaya,26.0301275,90.91244903,632.6594228,42.28942563,242.8788286,Sand,55.22252198,63.30139675,93.46105803,0,23.43758158,33.61008854,25.12965746,0,63.0518535,0,Barren,6.326677313,11.16857518,0
Himachal Pradesh,31.67444458,78.58189118,1516.451177,65.57456536,153.8055867,Loam,40.57716389,26.31786825,560.5226822,0,25.61884388,72.06713124,6.131027038,1,51.74117057,0,Agriculture,0.873126764,20.34076039,1
Maharashtra,19.59949794,75.22910915,929.4825578,35.04913403,9.621261334,Loam,14.65141262,57.77581723,74.47041609,0,18.88124635,45.8971902,89.71589029,0,35.75745752,0,Urban,6.04697579,0.693466837,0
Meghalaya,25.92356171,90.70309516,2090.00704,29.82159501,285.2860178,Clay,33.9306452,28.74568679,317.5554967,0,25.59735913,72.10489764,96.23842351,0,84.52783858,0,Urban,6.509395447,9.91799214,0
Maharashtra,16.74985861,73.7895213,3143.610643,27.74048075,279.267524,Loam,2.736605843,47.05041907,140.7081648,0,26.36159716,61.74866001,36.15901985,0,57.29632685,0,Agriculture,6.066846408,22.4466115,0
Uttarakhand,30.23422541,79.64252731,3756.455579,36.28034189,117.6003238,Silt,50.18836047,20.47113569,51.59052333,0,16.34616385,45.27986232,4.161048585,0,2.388923305,0,Agriculture,5.907254873,12.67960077,0
Maharashtra,16.73508437,72.53750518,3519.944666,0.162753311,155.1982582,Loam,57.49375456,20.38990992,150.9593463,0,18.69575212,33.26730737,41.80819121,0,91.59555513,0,Agriculture,5.862715797,1.075008222,0
Tamil Nadu,10.05992152,77.59852054,3108.472577,12.90715707,211.1346636,Sand,62.95664051,48.56486217,163.8818949,0,30.70581568,89.78237938,69.81089748,0,52.23652257,0,Forest,0.417527484,7.772731716,0
Kerala,11.8786034,74.76474339,3318.353287,11.10412347,104.88587,Silt,74.54720703,71.30689258,406.1159431,0,12.64404527,88.21140952,87.54413371,0,14.40309298,0,Urban,5.980020257,2.250286154,0
Jammu & Kashmir,32.94352827,75.56474437,2895.175037,39.608649,333.2889035,Silt,15.91863159,60.26346185,355.5418516,0,32.76105329,80.52554578,84.35359044,0,3.494072385,0,Forest,2.639688516,1.330631639,0
Arunachal Pradesh,28.41338606,95.91983427,2542.965606,54.82393567,94.80578854,Clay,8.525296628,10.76577374,206.0780754,0,24.99344852,38.59377341,14.0407458,1,35.08241247,0,Agriculture,6.218649502,13.1438802,0
Maharashtra,19.57851459,73.07186214,1128.449161,67.80795881,27.80055865,Clay,67.47262655,85.60831239,218.323314,0,23.3553282,65.5416353,43.959445,1,57.78055589,0,Barren,3.368479163,6.5897584,0
Tamil Nadu,13.37051712,77.89289515,2752.686977,31.74232347,62.21428599,Sand,78.556904,47.14540854,391.5599904,0,10.67594845,92.46405144,60.62187591,0,75.17755348,0,Forest,0.195125347,11.96473739,0
Sikkim,27.24268414,88.81619372,2742.454286,50.97653321,300.3858788,Loam,24.92150331,96.559904,325.397758,0,21.01349913,55.78357206,0.71022344,1,68.14829362,0,Forest,2.166701322,9.952607672,0
Uttarakhand,30.18743295,80.8718176,172.3519533,7.13295373,114.5495922,Loam,33.79041862,59.55880329,140.3000251,0,23.23174719,97.01023364,80.64928918,0,0.012577497,0,Agriculture,6.37784789,18.65994793,0
Kerala,11.55853669,77.35179986,5047.450474,49.62951532,45.01151321,Clay,22.14502245,53.83655757,437.9652048,0,27.27043445,25.62696776,54.25208742,1,10.29467472,0,Urban,6.317721313,4.806545721,0
Uttarakhand,29.82252429,79.68916636,5148.026823,20.88087623,27.42531469,Silt,92.59265213,49.83379154,481.0855833,0,18.3857626,64.04701766,85.54691394,1,93.51362949,0,Forest,4.218847222,6.079306996,0
Arunachal Pradesh,26.76249992,96.31427897,3704.752973,63.62592344,222.083955,Sand,101.3196127,81.65874864,504.5588915,0,21.53508876,25.82178961,55.04794884,0,52.70452141,0,Agriculture,4.804676961,0,0
Himachal Pradesh,31.40962415,77.22305595,4940.038362,8.535243251,18.4697725,Clay,85.14949468,62.69359317,159.3359042,0,28.18774765,95.01405802,78.33389272,0,50.19590203,1,Forest,1.138754325,0.625572711,0
Uttarakhand,30.31264382,78.00166501,512.2422856,19.04330226,69.02226072,Clay,102.8781766,27.35486219,304.7748449,0,12.88291854,99.600482,69.45204817,0,43.10900545,0,Barren,4.964518183,20.47742673,0
Tamil Nadu,8.712752181,78.06619818,275.7611046,7.45591066,20.97428769,Silt,108.3512881,50.58936235,160.8746696,1,32.97029736,54.38237249,6.478418353,1,16.19709194,1,Forest,9.666730414,11.80269591,0
Uttarakhand,30.20166251,80.92073979,153.2247936,41.02579857,16.6961604,Clay,55.93566807,76.04712359,243.3832746,1,13.59421199,35.96635664,28.41221452,0,68.74623826,0,Agriculture,0,13.59461203,0
Maharashtra,16.41510732,75.0172916,5346.197159,66.52064905,284.2567864,Sand,32.88611196,22.93523877,462.1213255,0,25.80447716,53.1113939,3.765016623,0,70.56174529,0,Urban,9.909337752,16.33780396,0
Arunachal Pradesh,29.26850328,91.95706438,3862.272188,17.27680223,19.23280536,Loam,37.57656121,32.09660146,440.839412,0,21.38554163,53.45743545,20.70815015,0,86.55053011,0,Urban,1.695747376,19.46366116,0
Karnataka,11.9628994,75.36144003,1428.063235,27.05279992,83.90362164,Loam,66.71767556,92.01747048,242.7663869,0,32.38229912,89.34494023,79.14528583,1,43.7796572,0,Forest,0,12.97342849,0
Tamil Nadu,12.0224866,77.31485577,213.2980684,20.39416596,126.4399144,Sand,11.63073306,60.19497424,78.24530839,0,29.53607239,59.83499986,10.1504035,0,23.51925632,0,Barren,8.999416763,0.017971824,0
Odisha,21.48481792,85.11239698,4850.325411,38.77958256,101.3826517,Silt,73.47765002,5.063577267,525.8538518,0,21.345015,42.37571057,44.22874532,0,43.66652122,0,Agriculture,0,0,0
Karnataka,12.91910703,75.76210622,822.1578617,37.21373407,337.7996982,Clay,33.05318258,13.80143681,7.571740793,0,11.00113453,37.81414439,3.171226896,1,95.91077234,1,Agriculture,7.080261922,19.53934878,0
Meghalaya,26.29647401,91.75622342,2028.483757,46.42133207,274.791824,Silt,90.47085982,94.00566178,465.8858406,0,28.88726742,62.49752768,23.87439139,0,62.59726805,0,Barren,2.814444521,6.585701021,0
Tamil Nadu,12.53732441,77.07651673,5564.907945,15.75828102,55.67145245,Sand,97.99094715,6.720051077,51.84505154,0,28.32179172,72.07297555,24.15667621,0,10.43529989,0,Agriculture,5.646050686,3.748153038,0
Jammu & Kashmir,32.24221145,74.64294035,1606.652661,62.20821327,197.2704048,Sand,80.31579511,88.70113258,497.4177376,0,20.47234454,43.11775756,45.28492858,0,81.2655828,0,Agriculture,5.919098147,6.125290033,0
Tamil Nadu,9.610780092,78.65384821,841.8169551,63.19186537,348.7274719,Sand,78.55443137,26.53600401,94.95412266,0,31.98325846,81.37537553,28.03885036,0,7.043580657,0,Agriculture,5.151091601,15.80520728,0
Kerala,10.48338409,76.78503987,3656.587036,69.50991853,74.62850927,Silt,70.34957155,83.9047336,58.20286041,0,20.98814612,79.31198963,98.12335668,0,69.59394982,0,Agriculture,3.618855291,17.83200258,0
Kerala,8.402230558,77.48104778,3060.836557,10.74634751,213.8962246,Silt,62.61939004,52.93407232,160.5470013,0,28.31252085,25.36817464,48.69553836,0,54.00407666,0,Urban,6.860644816,3.291495962,0
Sikkim,28.09769043,88.503552,2023.796737,15.51862607,316.9917354,Loam,32.75340655,0.793621184,583.1980747,0,30.16267516,26.35212031,78.07147653,0,27.73277834,0,Agriculture,6.39786597,10.4040635,0
Arunachal Pradesh,28.76223975,93.72467677,4833.277196,23.39042814,132.3989431,Silt,13.94058325,80.82077883,473.0813035,0,24.44992951,51.00842009,54.24193432,0,69.95082089,0,Agriculture,8.03584292,22.92479493,0
Maharashtra,16.92374215,74.43104135,5327.327958,6.774979735,124.9695831,Loam,89.26549627,33.53806514,326.8581057,1,27.27300263,84.78131099,29.69770297,0,70.74006726,0,Agriculture,3.941658022,1.434552657,0
Karnataka,12.990585,74.16589132,4204.913247,30.15539703,239.1234336,Clay,18.01881476,74.96092087,514.7761435,0,20.32371069,49.174214,82.610678,0,13.36792689,0,Forest,3.658719776,3.672657782,0
Odisha,20.31080592,86.39556289,1291.625622,67.03938735,169.9419397,Silt,67.51289078,41.52675104,340.1440957,1,32.26161553,63.00826417,60.86587839,0,27.66356933,0,Urban,5.801969749,8.935410579,0
Uttarakhand,31.43916764,80.36617216,117.6426143,42.86055399,209.2900214,Clay,36.38415388,77.51347647,592.1521623,0,34.40256408,41.80562667,15.41969511,0,11.75807143,0,Agriculture,7.962695197,23.03252253,0
Tamil Nadu,12.60725402,77.74896849,4197.706541,64.04670915,247.2577578,Clay,67.44607149,58.94002351,595.5587034,0,20.3920134,90.5542854,49.00388451,0,55.66008512,0,Forest,6.041050607,1.256811776,0
Odisha,19.35875839,84.23713478,4094.456715,5.773237185,127.8467887,Sand,60.26339816,46.62221846,82.39270832,1,26.87663607,47.65684351,63.28460817,1,99.77402316,0,Forest,5.334171128,8.156117415,0
Jammu & Kashmir,33.04428432,77.07856518,3651.662087,51.67362335,196.0443364,Clay,71.22218063,79.99790826,149.4550316,0,23.74777738,50.84460565,5.789395219,0,8.823633445,0,Forest,11.87993418,10.3244521,0
Sikkim,27.88687135,88.86388967,2708.970387,34.38963954,57.37098666,Silt,69.35183665,58.84277838,374.9834315,0,25.30613368,31.36357114,47.19680065,1,3.119640754,1,Barren,8.926077812,5.865123979,0
Maharashtra,19.42374819,73.64624765,3266.15633,6.799243085,333.8753732,Silt,6.526598131,93.88040548,512.9303583,0,26.81689232,87.98884267,17.61220544,0,57.51991387,0,Forest,4.173033173,11.95293683,0
Uttarakhand,30.62190808,78.15315217,4377.453433,58.55109921,76.56907615,Clay,71.02903729,47.72820108,326.1770015,0,30.29296913,28.73217305,75.60574167,0,73.31837716,0,Agriculture,7.876261713,16.50376726,0
Odisha,21.50200279,86.91228622,2552.005907,0,149.630529,Silt,59.83357182,39.28145678,302.2000934,0,16.98388236,81.58938214,61.45706146,1,44.73909039,1,Agriculture,4.420949576,0.535531358,0
Arunachal Pradesh,27.52337175,92.27671827,3479.033645,30.02373115,225.0613635,Clay,4.527879049,2.690990979,481.2677729,1,18.94983458,81.66189679,38.4592942,0,8.060879502,0,Forest,5.736146983,8.684124236,0
Kerala,11.53596223,76.09091065,1130.258886,51.26634543,183.9139658,Loam,8.427672304,25.3096277,218.0779646,0,32.52045536,21.40309946,19.77650297,0,18.66481845,1,Forest,2.596078081,13.1305227,0
Maharashtra,17.67363939,72.52651208,5694.956419,65.42538724,125.8727359,Loam,90.86398885,3.157678813,470.8807382,0,27.65072317,55.51435498,36.13906521,0,50.55834353,1,Agriculture,8.638800406,8.161895766,0
Jammu & Kashmir,32.58508247,75.79592569,0,14.13775837,312.585136,Loam,39.77458954,86.8569645,537.695674,0,26.11368228,72.14509542,57.30260661,0,75.76664638,1,Agriculture,8.964110628,13.91078759,0
Odisha,20.74691598,84.44848653,3355.71279,39.29955573,155.34357,Sand,74.23865597,3.355973813,440.0463511,0,29.70894394,96.86986281,29.68097703,0,19.38376153,1,Urban,2.696807901,3.131076356,0
Tamil Nadu,9.14420657,77.67646582,1722.646004,48.22929915,128.4333102,Loam,32.14982869,27.32112672,313.4262223,0,12.42716019,76.88856698,82.79023928,0,50.12527411,1,Urban,5.668647769,15.62171038,0
Meghalaya,25.27946342,89.64531991,4877.958687,22.82684775,61.45479841,Clay,30.43254134,85.77645812,284.1743414,1,24.48824198,63.94794251,49.83368816,0,70.96496263,0,Barren,3.746574203,12.2692648,0
Arunachal Pradesh,27.13640805,93.59782238,1710.244816,51.09332922,198.8509639,Loam,18.20818445,85.56788871,303.8627813,1,27.9031235,62.23621799,28.84519889,0,25.10837836,0,Barren,2.880897948,20.36622013,0
Maharashtra,18.23281375,74.40918984,4108.980865,29.87308577,254.8878682,Clay,51.84250114,1.733885141,427.8023667,0,18.65780745,82.52567619,19.89738357,0,32.24607273,1,Forest,5.993141679,1.664523295,0
Tamil Nadu,12.59605822,79.63828833,3629.373504,54.46585356,253.1563347,Sand,44.00483785,25.64487068,515.3743392,0,16.84737201,34.45430015,27.07371243,0,61.22637738,0,Barren,2.240096225,9.760545154,0
Himachal Pradesh,31.4295658,77.21078765,1155.158986,40.57669904,169.5826431,Sand,25.0799432,41.07022691,588.6610204,0,33.8741627,70.59528939,82.89458467,0,83.17948931,1,Barren,7.323737002,24.41805364,0
Uttarakhand,31.13574518,80.44421472,4028.510071,22.93855617,260.6565548,Sand,9.963071309,68.14110367,341.578049,0,15.48766551,81.35650228,37.08823788,1,52.16842878,0,Urban,2.017436644,14.43543133,0
Jammu & Kashmir,32.31999954,74.56403957,3855.768172,51.28231734,43.62206376,Sand,23.08980247,73.17368783,507.3722968,0,28.61906819,55.53224077,25.02410422,0,85.97905409,0,Agriculture,6.366547879,22.53957873,0
Tamil Nadu,8.605130029,79.48173368,3711.130942,28.04368115,288.3481637,Loam,102.4170026,24.11681065,70.8240361,1,31.00812472,74.55639554,25.57489827,0,61.42040556,1,Barren,0,9.875653518,1
Meghalaya,25.42147918,90.20223686,3202.158157,0,47.21672625,Sand,61.82835789,18.53219929,512.989902,0,14.71726725,82.67759643,20.38117131,1,30.08399371,0,Barren,10.49806125,0,0
Uttarakhand,31.30498223,79.54981198,2530.453916,13.33417692,272.9926478,Clay,58.12505,80.77845561,567.5519625,0,17.58433579,83.21493754,99.25384002,1,48.80216794,0,Barren,7.601732717,1.265504299,0
